,Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Coordinates,Latitude,Longitude
968,975.0,3,2.0,Semi-Furnished,Vasundhara Enclave,1.0,12000000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
969,900.0,2,2.0,Unfurnished,"Mangal Apartment, Vasundhara Enclave",114.0,9000000,Ready_to_move,Resale,Apartment,,,
970,1100.0,2,2.0,Semi-Furnished,Vasundhara Enclave,114.0,10000000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
971,950.0,2,2.0,Unfurnished,Vasundhara Enclave,114.0,8100000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
972,1300.0,3,3.0,Furnished,Vasundhara Enclave,1.0,9200000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
973,1459.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,14200000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
974,1000.0,2,2.0,Semi-Furnished,"Satyam Apartment, Vasundhara Enclave",1.0,7500000,Ready_to_move,Resale,Apartment,,,
975,1100.0,2,2.0,Semi-Furnished,"Samrat Apartment, Vasundhara Enclave",1.0,9500000,Ready_to_move,Resale,Apartment,"B-11, Samrat Apartment, Vasundhara Enclave, Samaspur, East Delhi, Delhi, 110096, India",28.59711825,77.3144177879822
976,1450.0,3,2.0,Furnished,"Satyam Apartment, Vasundhara Enclave",1.0,14000000,Ready_to_move,Resale,Apartment,,,
977,1450.0,3,3.0,Semi-Furnished,"Abhimanyu Apartments, Vasundhara Enclave",1.0,11600000,Ready_to_move,Resale,Apartment,,,
978,1150.0,3,3.0,Semi-Furnished,Vasundhara Enclave,1.0,12000000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
979,780.0,2,2.0,Semi-Furnished,Vasundhara Enclave,1.0,7500000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
980,1300.0,3,2.0,Semi-Furnished,"Anekant Apartment, Vasundhara Enclave",2.0,9800000,Ready_to_move,Resale,Apartment,,,
981,1350.0,3,3.0,Semi-Furnished,"New Delhi Apartment, Vasundhara Enclave",1.0,12000000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
982,1200.0,3,2.0,Semi-Furnished,"Mahesh Apartment, Vasundhara Enclave",1.0,12500000,Ready_to_move,Resale,Apartment,"Mahesh Apartment, Lt. Vijyant Thapar Marg, New Ashok Nagar, Vasundhara Enclave, Samaspur, East Delhi, Delhi, 110096, India",28.5981794,77.3129089
983,1460.0,3,3.0,Semi-Furnished,"Pawittra Apartment, Vasundhara Enclave",1.0,16500000,Ready_to_move,Resale,Apartment,,,
984,1460.0,3,3.0,Unfurnished,Vasundhara Enclave,1.0,12000000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
985,1100.0,2,2.0,Unfurnished,Vasundhara Enclave,1.0,7200000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
986,1500.0,3,3.0,Furnished,"Capital Apartment, Vasundhara Enclave",2.0,15000000,Ready_to_move,Resale,Apartment,"Vasundhara Enclave, East Delhi, Delhi, 110096, India",28.60172565,77.3211224956397
987,1050.0,2,2.0,Semi-Furnished,"Hindon Apartment, Vasundhara Enclave",1.0,10000000,Ready_to_move,Resale,Apartment,,,
988,1350.0,3,3.0,Semi-Furnished,"Gobind Apartment, Vasundhara Enclave",1.0,11000000,Ready_to_move,Resale,Apartment,,,
989,1500.0,2,2.0,Furnished,"Godrej South Estate, Okhla",2.0,24700000,Almost_ready,New_Property,Apartment,,,
990,976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",2.0,24900000,Almost_ready,New_Property,Apartment,,,
991,540.0,2,1.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",1.0,3600000,Ready_to_move,New_Property,Builder_Floor,,,
992,450.0,1,1.0,Semi-Furnished,"Batla House, Okhla",1.0,1700000,Ready_to_move,New_Property,Builder_Floor,,,
993,900.0,2,2.0,Unfurnished,"Sukhdev Vihar, Okhla",1.0,11000000,Ready_to_move,Resale,Apartment,,,
994,2500.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",2.0,75000000,Ready_to_move,Resale,Builder_Floor,,,
995,979.5149,2,2.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",1.0,24800000,Almost_ready,New_Property,Apartment,,,
996,945.0,2,2.0,Semi-Furnished,"Godrej South Estate, Okhla Phase 1",1.0,24900000,Almost_ready,New_Property,Apartment,,,
997,976.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",2.0,24900000,Almost_ready,New_Property,Apartment,,,
998,1531.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla",2.0,25900000,Almost_ready,New_Property,Apartment,,,
999,1000.0,2,2.0,Unfurnished,"Sukhdev Vihar, Okhla",2.0,11700000,Ready_to_move,Resale,Builder_Floor,,,
1000,750.0,3,2.0,Furnished,"Sukhdev Vihar, Okhla",2.0,13500000,Ready_to_move,Resale,Apartment,,,
1001,900.0,3,2.0,Furnished,"Abul Fazal Enclave Part-II, Okhla",1.0,5500000,Ready_to_move,Resale,Builder_Floor,,,
1002,1512.0,2,2.0,Unfurnished,"Godrej South Estate, Okhla",1.0,30000000,Almost_ready,New_Property,Apartment,,,
1003,35.0,3,2.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",2.0,4950000,Ready_to_move,Resale,Apartment,,,
1004,1500.0,3,2.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,16000000,Ready_to_move,Resale,Apartment,,,
1005,2907.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,30000000,Ready_to_move,Resale,Apartment,,,
1006,2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,41000000,Ready_to_move,Resale,Builder_Floor,,,
1007,750.0,2,2.0,Semi-Furnished,"Abul Fazal Enclave Part-II, Okhla",1.0,3800000,Ready_to_move,Resale,Builder_Floor,,,
1008,2518.7526,4,5.0,Unfurnished,"Godrej South Estate, Okhla Phase 1",2.0,68900000,Almost_ready,New_Property,Apartment,,,
1009,588.0,2,2.0,Unfurnished,"Jamia Nagar, Okhla",2.0,1800000,Ready_to_move,New_Property,Apartment,,,
1010,540.0,2,1.0,Unfurnished,"Zakir Nagar, New Friends Colony",2.0,1500000,Ready_to_move,Resale,Builder_Floor,,,
1011,1100.0,3,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",2.0,12500000,Ready_to_move,Resale,Apartment,,,
1012,550.0,2,1.0,Semi-Furnished,"Batla House, Okhla",2.0,1600000,Ready_to_move,Resale,Apartment,,,
1013,750.0,3,2.0,Semi-Furnished,"Batla House Project, Batla House, Okhla",1.0,2400000,Ready_to_move,Resale,Builder_Floor,,,
1014,1260.0,3,2.0,Semi-Furnished,"Abul Fazal Enclave Part 1, Okhla",1.0,7000000,Ready_to_move,Resale,Builder_Floor,,,
1015,675.0,2,2.0,Unfurnished,"Abul Fazal Enclave Part-II, Okhla",1.0,3100000,Ready_to_move,Resale,Builder_Floor,,,
1016,810.0,2,2.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,14500000,Ready_to_move,Resale,Apartment,,,
1017,3150.0,4,5.0,Semi-Furnished,"Sukhdev Vihar, Okhla",3.0,61500000,Ready_to_move,New_Property,Builder_Floor,,,
1018,2000.0,4,4.0,Semi-Furnished,"Sukhdev Vihar, Okhla",1.0,27500000,Ready_to_move,Resale,Builder_Floor,,,
1019,1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,25500000,Almost_ready,New_Property,Apartment,,,
1020,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,25000000,Almost_ready,Resale,Apartment,,,
1021,1252.0,2,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,18500000,Almost_ready,New_Property,Apartment,,,
1022,2000.0,4,4.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,39700000,Almost_ready,New_Property,Apartment,,,
1023,530.0,4,1.0,Semi-Furnished,"Dev Nagar, Karol Bagh",1.0,6800000,Ready_to_move,Resale,Apartment,,,
1024,1332.0,3,2.0,Semi-Furnished,"Beadon Pura, Karol Bagh How Auctions work? The borrower has the physical possession of the Property. However the lender (Bank) can legally sell the Property. carpet area 148 sqyrd status Ready to Move floor 3 out of 3 floors transaction Resale furnishing Semi-Furnished bathroom 2 balcony 3 ownership Freehold Contact Now Enquire Now Auction By Bank",1.0,6540000,Ready_to_move,Resale,Builder_Floor,,,
1025,1017.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,22000000,Ready_to_move,New_Property,Apartment,,,
1026,1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,25500000,Almost_ready,New_Property,Apartment,,,
1027,987.0,2,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,17000000,Ready_to_move,New_Property,Apartment,,,
1028,1912.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,27500000,Almost_ready,New_Property,Apartment,,,
1029,5236.0,5,7.0,Unfurnished,"The Amaryllis, Karol Bagh",3.0,73700000,Almost_ready,New_Property,Apartment,,,
1030,2805.0,4,4.0,Unfurnished,"The Amaryllis, Karol Bagh",2.0,52300000,Almost_ready,Resale,Apartment,,,
1031,1500.0,3,3.0,Unfurnished,"DDA Mig Flat, Prasad Nagar, Karol Bagh",2.0,16000000,Ready_to_move,Resale,Apartment,,,
1032,1280.0,3,3.0,Furnished,Karol Bagh,2.0,15000000,Ready_to_move,Resale,Builder_Floor,"Karol Bagh, Delhi, Central Delhi, Delhi, 110005, India",28.6529982,77.1890227
1033,1775.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,25500000,Almost_ready,New_Property,Apartment,,,
1034,675.0,2,2.0,Semi-Furnished,Karol Bagh,1.0,10000000,Ready_to_move,Resale,Builder_Floor,"Karol Bagh, Delhi, Central Delhi, Delhi, 110005, India",28.6529982,77.1890227
1035,576.0,2,2.0,Unfurnished,"Prasad Nagar, Karol Bagh",1.0,5000000,Ready_to_move,Resale,Apartment,"Prasad Nagar Police Station, Govind Lal Sikka Marg, East Patel Nagar, Karol Bagh, Delhi, Central Delhi, Delhi, 110015, India",28.6478735,77.180705
1036,1206.0,3,3.0,Semi-Furnished,Karol Bagh,1.0,20000000,Ready_to_move,Resale,Builder_Floor,"Karol Bagh, Delhi, Central Delhi, Delhi, 110005, India",28.6529982,77.1890227
1037,1143.0,2,2.0,Unfurnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1.0,16000000,Ready_to_move,Resale,Apartment,,,
1038,345.0,1,1.0,Semi-Furnished,Karol Bagh,1.0,5500000,Ready_to_move,Resale,Builder_Floor,"Karol Bagh, Delhi, Central Delhi, Delhi, 110005, India",28.6529982,77.1890227
1039,720.0,2,1.0,Semi-Furnished,"Dev Nagar, Karol Bagh",1.0,7000000,Ready_to_move,Resale,Builder_Floor,,,
1040,468.0,2,2.0,Unfurnished,Karol Bagh,1.0,4100000,Ready_to_move,Resale,Builder_Floor,"Karol Bagh, Delhi, Central Delhi, Delhi, 110005, India",28.6529982,77.1890227
1041,1600.0,3,3.0,Semi-Furnished,"Karol Bagh carpet area 1600 sqft status Ready to Move floor 3 out of 3 floors transaction New Property furnishing Semi-Furnished facing East overlooking Garden/Park, Main Road car parking 1 Covered, 1 Open bathroom 3 balcony 2 ownership Freehold Near to Karol Bagh Metro station...................................... Its a very peaceful location ....................................................................................................................... read more Contact Agent View Phone No. Share Feedback Agent S R B Properties",1.0,24000000,Ready_to_move,New_Property,Builder_Floor,,,
1042,950.0,2,2.0,Furnished,"DDA MIG Flats Prasad Nagar Phase 2, Prasad Nagar, Karol Bagh",1.0,12500000,Ready_to_move,Resale,Apartment,,,
1043,535.0,2,1.0,Furnished,"Dev Nagar, Karol Bagh",1.0,3900000,Ready_to_move,New_Property,Apartment,,,
1044,1200.0,3,2.0,Semi-Furnished,Karol Bagh,1.0,14500000,Ready_to_move,Resale,Builder_Floor,"Karol Bagh, Delhi, Central Delhi, Delhi, 110005, India",28.6529982,77.1890227
1045,1501.0,3,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,20000000,Almost_ready,Resale,Apartment,,,
1046,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",2.0,24500000,Almost_ready,Resale,Apartment,,,
1047,1200.0,3,2.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,20900000,Almost_ready,Resale,Apartment,,,
1048,2200.0,3,3.0,Semi-Furnished,"The Amaryllis, Karol Bagh",1.0,43100000,Ready_to_move,New_Property,Apartment,,,
1049,1240.0,3,3.0,Unfurnished,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",1.0,18000000,Ready_to_move,Resale,Apartment,,,
1050,3002.0,4,5.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,50000000,Ready_to_move,Resale,Apartment,,,
1051,1350.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",1.0,18500000,Ready_to_move,Resale,Apartment,,,
1052,2300.0,4,5.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",3.0,46500000,Ready_to_move,New_Property,Apartment,,,
1053,1429.0,3,3.0,Unfurnished,"New Moti Nagar, Kirti Nagar",2.0,17500000,Ready_to_move,Resale,Apartment,,,
1054,2430.0,4,5.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2.0,42500000,Ready_to_move,Resale,Apartment,,,
1055,1450.0,3,3.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,15500000,Ready_to_move,New_Property,Apartment,,,
1056,1250.0,2,2.0,Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,15000000,Ready_to_move,Resale,Apartment,,,
1057,2800.0,4,4.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,40000000,Ready_to_move,Resale,Apartment,,,
1058,1646.0,3,3.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1.0,20000000,Ready_to_move,Resale,Apartment,,,
1059,900.0,2,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",1.0,6700000,Ready_to_move,Resale,Apartment,,,
1060,1250.0,3,2.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1.0,16000000,Ready_to_move,Resale,Apartment,,,
1061,900.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",1.0,8000000,Ready_to_move,Resale,Builder_Floor,,,
1062,1590.0,3,2.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,25000000,Ready_to_move,New_Property,Apartment,,,
1063,990.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",2.0,25000000,Ready_to_move,Resale,Apartment,,,
1064,2282.0,4,5.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,37500000,Ready_to_move,Resale,Apartment,,,
1065,1260.0,3,3.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1.0,25000000,Ready_to_move,Resale,Apartment,,,
1066,1457.0,3,3.0,Unfurnished,"New Moti Nagar, Kirti Nagar",1.0,23000000,Ready_to_move,Resale,Apartment,,,
1067,1400.0,3,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2.0,17500000,Ready_to_move,Resale,Apartment,,,
1068,2175.0,4,4.0,Unfurnished,"DLF Capital Greens, Moti Nagar, Kirti Nagar ( 1 km from New Moti Nagar, Kirti Nagar)",1.0,44000000,Ready_to_move,Resale,Apartment,,,
1069,1450.0,3,3.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,15000000,Ready_to_move,New_Property,Apartment,,,
1070,2800.0,4,5.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,42500000,Ready_to_move,Resale,Apartment,,,
1071,861.112,2,2.0,Furnished,"New Moti Nagar, Kirti Nagar",2.0,5000000,Ready_to_move,Resale,Builder_Floor,,,
1072,2282.0,4,5.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,38000000,Ready_to_move,Resale,Apartment,,,
1073,1753.0,3,3.0,Unfurnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",1.0,19000000,Ready_to_move,Resale,Apartment,,,
1074,2659.0,4,5.0,Unfurnished,"New Moti Nagar, Kirti Nagar",3.0,43500000,Ready_to_move,Resale,Apartment,,,
1075,1550.0,3,2.0,Unfurnished,"New Moti Nagar, Kirti Nagar",3.0,19500000,Ready_to_move,Resale,Apartment,,,
1076,1470.0,3,2.0,Semi-Furnished,"DLF Capital Greens, New Moti Nagar, Kirti Nagar",2.0,14200000,Ready_to_move,New_Property,Apartment,,,
1077,702.0,3,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2.0,14200000,Ready_to_move,Resale,Apartment,,,
1078,1138.0,2,2.0,Semi-Furnished,"New Moti Nagar, Kirti Nagar",2.0,13500000,Ready_to_move,New_Property,Apartment,,,
1079,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,21000000,Ready_to_move,New_Property,Builder_Floor,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1080,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,22500000,Ready_to_move,Resale,Builder_Floor,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1081,1250.0,2,4.0,Semi-Furnished,Sheikh Sarai,1.0,19000000,Ready_to_move,Resale,Builder_Floor,"Sheikh Sarai, South Delhi, Delhi, India",28.5368964,77.2222387113991
1082,810.0,3,2.0,Semi-Furnished,Sheikh Sarai Phase 2,1.0,7500000,Ready_to_move,Resale,Builder_Floor,"Phase II, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5386295,77.2224869268576
1083,585.0,2,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1.0,4000000,Ready_to_move,Resale,Builder_Floor,"Sheikh Sarai, Tigri, South Delhi, Delhi, 110048, India",28.5343792,77.2302126
1084,1700.0,3,3.0,Unfurnished,"Savitri Nagar Village, Sheikh Sarai",2.0,8000000,Ready_to_move,Resale,Builder_Floor,"Sheikh Sarai, Tigri, South Delhi, Delhi, 110048, India",28.5343792,77.2302126
1085,1800.0,3,4.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,19000000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1086,600.0,1,1.0,Unfurnished,Sheikh Sarai Phase 2,2.0,7000000,Ready_to_move,New_Property,Apartment,"Phase II, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5386295,77.2224869268576
1087,1250.0,3,3.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1.0,5800000,Ready_to_move,New_Property,Builder_Floor,,,
1088,600.0,3,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1.0,8000000,Ready_to_move,Resale,Builder_Floor,"Sheikh Sarai, Tigri, South Delhi, Delhi, 110048, India",28.5343792,77.2302126
1089,1600.0,3,4.0,Unfurnished,Sheikh Sarai Phase 1,1.0,18800000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1090,1100.0,3,2.0,Semi-Furnished,"Panchsheel Vihar, Sheikh Sarai",1.0,6000000,Ready_to_move,New_Property,Builder_Floor,,,
1091,450.0,1,1.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1.0,2200000,Ready_to_move,New_Property,Apartment,,,
1092,855.0,3,2.0,Semi-Furnished,"Savitri Nagar Village, Sheikh Sarai",1.0,6500000,Ready_to_move,Resale,Builder_Floor,"Sheikh Sarai, Tigri, South Delhi, Delhi, 110048, India",28.5343792,77.2302126
1093,1291.6680000000001,3,2.0,Unfurnished,Sheikh Sarai Phase 1,1.0,23500000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1094,1300.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,16000000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1095,1350.0,3,3.0,Unfurnished,Sheikh Sarai Phase 1,2.0,20000000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1096,900.0,2,2.0,Unfurnished,Sheikh Sarai Phase 1,2.0,5500000,Ready_to_move,New_Property,Builder_Floor,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1097,850.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,13500000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1098,1650.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,22500000,Ready_to_move,Resale,Builder_Floor,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1099,650.0,2,2.0,Unfurnished,"Panchsheel Vihar, Sheikh Sarai",1.0,3800000,Ready_to_move,Resale,Apartment,,,
1100,630.0,2,2.0,Semi-Furnished,"Apna Apartments, Savitri Nagar Village, Sheikh Sarai",1.0,4600000,Ready_to_move,Resale,Builder_Floor,,,
1101,1250.0,2,1.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,17500000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1102,1800.0,4,3.0,Furnished,"Panchsheel Vihar, Sheikh Sarai",2.0,5500000,Ready_to_move,New_Property,Builder_Floor,,,
1103,1500.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,22500000,Ready_to_move,Resale,Builder_Floor,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1104,1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,1.0,12500000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1105,1400.0,3,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,19000000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1106,1300.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,15500000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1107,1100.0,2,2.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,13500000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1108,1600.0,3,3.0,Semi-Furnished,Sheikh Sarai Phase 1,2.0,21000000,Ready_to_move,Resale,Apartment,"Phase I, Sheikh Sarai, Tigri, South Delhi, Delhi, India",28.5340414,77.2278117473157
1109,2250.0,4,4.0,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",2.0,50000000,Ready_to_move,New_Property,Builder_Floor,,,
1110,2592.0,4,3.0,Unfurnished,Punjabi Bagh,2.0,42500000,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh, West Delhi, Delhi, India",28.668945,77.1324614
1111,1800.0,4,4.0,Unfurnished,Punjabi Bagh West,2.0,45500000,Almost_ready,New_Property,Builder_Floor,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1112,1700.0,3,3.0,Semi-Furnished,Punjabi Bagh,2.0,23000000,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh, West Delhi, Delhi, India",28.668945,77.1324614
1113,1640.0,3,3.0,Unfurnished,Punjabi Bagh West,1.0,12000000,Ready_to_move,Resale,Apartment,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1114,2572.0,3,3.0,Furnished,Punjabi Bagh West,4.0,35000000,Ready_to_move,Resale,Apartment,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1115,2100.0,3,3.0,Semi-Furnished,"Punjabi Bagh Enclave, Shivaji Park, Punjabi Bagh",1.0,25000000,Ready_to_move,Resale,Builder_Floor,,,
1116,1620.0,3,3.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1.0,29000000,Ready_to_move,New_Property,Builder_Floor,,,
1117,2500.0,4,4.0,Semi-Furnished,Punjabi Bagh West,2.0,80000000,Ready_to_move,New_Property,Builder_Floor,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1118,2250.0,3,3.0,Semi-Furnished,Punjabi Bagh West,2.0,20500000,Ready_to_move,Resale,Apartment,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1119,2445.0,4,4.0,Semi-Furnished,"DLF Capitals Phase III, Shivaji Park, Punjabi Bagh",1.0,52500000,Ready_to_move,Resale,Apartment,,,
1120,2250.0,4,4.0,Unfurnished,Punjabi Bagh,2.0,37500000,Ready_to_move,New_Property,Builder_Floor,"Punjabi Bagh, West Delhi, Delhi, India",28.668945,77.1324614
1121,800.0,2,2.0,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh West",2.0,7500000,Ready_to_move,Resale,Apartment,,,
1122,1450.0,3,3.0,Semi-Furnished,"Punjabi Bagh Enclave, Punjabi Bagh",2.0,32500000,Ready_to_move,Resale,Builder_Floor,,,
1123,1440.0,3,3.0,Unfurnished,"Punjabi Bagh Extension, Punjabi Bagh",2.0,24500000,Ready_to_move,Resale,Builder_Floor,,,
1124,5220.0,5,5.0,Unfurnished,Punjabi Bagh West,2.0,65000000,Ready_to_move,Resale,Builder_Floor,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1125,1800.0,3,3.0,Semi-Furnished,Punjabi Bagh,2.0,27500000,Ready_to_move,New_Property,Builder_Floor,"Punjabi Bagh, West Delhi, Delhi, India",28.668945,77.1324614
1126,4455.0,5,5.0,Semi-Furnished,Punjabi Bagh West,1.0,115000000,Almost_ready,New_Property,Builder_Floor,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
1127,195.0,3,3.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1.0,28000000,Almost_ready,New_Property,Builder_Floor,,,
1128,807.2925,2,1.0,Semi-Furnished,"Punjabi Bagh Extension, Punjabi Bagh",1.0,8000000,Ready_to_move,Resale,Builder_Floor,,,
1129,3500.0,4,4.0,Furnished,Punjabi Bagh West,3.0,75100000,Ready_to_move,New_Property,Builder_Floor,"Punjabi Bagh West, North West Delhi, Delhi, India",28.6703201,77.1420875
